objectid,filename,title,format,series name,volume number,issue number,publisher,script,pencils,inks,colors,letters,editing,date,subjects
comic193,comic193.jpg,Ghosts of the Future: Head Cases,image/jpeg,"Incredible Hulk, The",1,437,Marvel,"David, Peter","Medina, Angel","Riggs, Robin","Oliver, Glynis","Starkings, Richard","Chase, Bobbie ; Harras, Bob",1996-01-01,
comic194,comic194.jpg,Ghosts of the Future: Fragmented Personality,image/jpeg,"Incredible Hulk, The",1,438,Marvel,"David, Peter","Medina, Angel","Riggs, Robin","Oliver, Glynis","Starkings, Richard","Chase, Bobbie ; Harras, Bob",1996-02-01,
comic195,comic195.jpg,Ghosts of the Future: Scapegoat,image/jpeg,"Incredible Hulk, The",1,439,Marvel,"David, Peter","Medina, Angel","Riggs, Robin","Oliver, Glynis","Starkings, Richard","Chase, Bobbie ; Harras, Bob",1996-03-01,
comic196,comic196.jpg,Ghosts of the Future: The Big Bang,image/jpeg,"Incredible Hulk, The",1,440,Marvel,"David, Peter","Medina, Angel","Riggs, Robin","Oliver, Glynis","Starkings, Richard","Chase, Bobbie ; Harras, Bob",1996-04-01,
comic197,comic197.jpg,Cable Vision,image/jpeg,"Incredible Hulk, The",1,444,Marvel,"David, Peter","Medina, Angel","Riggs, Robin","Oliver, Glynis","Starkings, Richard","Chase, Bobbie ; Harras, Bob",1996-08-01,
comic198,comic198.jpg,Dancing in the Dark,image/jpeg,"Incredible Hulk, The",1,445,Marvel,"David, Peter","Medina, Angel","Riggs, Robin","Oliver, Glynis","Starkings, Richard","Chase, Bobbie ; Harras, Bob",1996-09-01,
comic199,comic199.jpg,Best Intentions,image/jpeg,"Incredible Hulk, The",1,454,Marvel,"David, Peter","Kubert, Adam","Farmer, Mark","Kindzierski, Lovern","E. Workman Jr., John","Chase, Bobbie ; Harras, Bob",1997-06-01,
comic200,comic200.jpg,In the Shadow of Argo,image/jpeg,Incredible Hulk: Hercules Unleashed,1,1,Marvel,"David, Peter","Deodato Jr., Mike","Deodato Jr., Mike","Rockwell, Scott","Starkings, Richard","Gruenwald, Mark ; Harras, Bob",1996-10-01,
comic201,comic201.jpg,Sonic Youth,image/jpeg,Inhumans,2,1,Marvel,"Jenkins, Paul","Lee, Jae","Lee, Jae",Avalon Studios,"Starkings, Richard","Quesada ; Palmiotti ; Dakesian, Nancy ; Harras, Bob",1998-11-01,
comic202,comic202.jpg,The Great Refuge,image/jpeg,Inhumans: The Great Refuge,1,1,Marvel,"Dietz, Skip","Brown, Robert","Garcia, Rey","De Felippo, Chris ; Lightle, Marianne ; Posella, Ashley","Powell, Jeff","Macchio, Ralph ; Gruenwald, Mark",1995-05-01,
comic203,comic203.jpg,Operation: Galactic Storm: Decisions in a Vacuum,image/jpeg,Iron Man,1,278,Marvel,"Kaminski, Len","Ryan, Paul","Wiacek, Bob","Rockwitz, Mike","Heisler, Michael","Yomtov, Nel ; DeFalco, Tom",1992-03-01,
comic204,comic204.jpg,Operation: Galactic Storm: Bad Judgment,image/jpeg,Iron Man,1,279,Marvel,"Kaminski, Len","Ryan, Paul","Wiacek, Bob ; Willaims, Keith","Rockwitz, Mike","Heisler, Michael","Yomtov, Nel ; DeFalco, Tom",1992-04-01,
comic205,comic205.jpg,Psi-fi,image/jpeg,Iron Man,1,321,Marvel,"Kavanagh, Terry","Oliveira, Heitor ; Tetelli, Marcos","McKenna, Mark","Laughlin, Ian",Felix ; Costanza,"Yomtov, Nel ; Gruenwald, Mark",1995-10-01,
comic206,comic206.jpg,The Darkest Page to Turn,image/jpeg,Iron Man,1,322,Marvel,"Kavanagh, Terry","Cheung, Jimmy ; Cariello, Sergio","McKenna, Mark ; Collazo, Hector","Kalisz, John","Felix, Phil","Yomtov, Nel ; Gruenwald, Mark",1995-11-01,
comic207,comic207.jpg,Innocent Eyes,image/jpeg,Iron Man,1,323,Marvel,"Kavanagh, Terry ; Abnett, Dan",Oliveira ; Cheung ; Labat,Garcia ; McKenna,"Kalisz, John","Felix, Phil","Yomtov, Nel ; Gruenwald, Mark",1995-12-01,
comic208,comic208.jpg,So Far to Fall,image/jpeg,Iron Man,1,324,Marvel,"Kavanagh, Terry ; Abnett, Dan","Calafiore, J. ; Bright, M. D.","Palmiotti, P. L. ; Moncuse ; Cariello ; DeLaRosa","Kalisz, John","Felix, Phil","Yomtov, Nel ; Gruenwald, Mark",1996-01-01,
comic209,comic209.jpg,Face to Face,image/jpeg,Iron Man,1,325,Marvel,"Kavanagh, Terry ; Abnett, Dan","Cheung, Jimmy ; Calafiore, Jim ; Collazo, Hector","McKenna, Mark ; Palmiotti, P. L. ; Cabrera, Ralph ; Collazo","Kalisz, John","Felix, Phil ; Joyce, Brad ; Morelli, Jack","Marts, Michael ; Yomtov, Nel ; Harras, Bob",1996-02-01,
comic210,comic210.jpg,Burn Out,image/jpeg,Iron Man,1,326,Marvel,"Kavanagh, Terry","Cheung, Jimmy ; Collazo, Hector ; Ellis, Steve","McKenna, Mark ; Lanning, Andy ; Moncuse, Steve","Kalisz, John","Felix, Phil","Yomtov, Nel ; Harras, Bob",1996-03-01,Iron Man ; Edwin Jarvis ; Giant-Man ; Crystal Maximoff ; Deathcry ; Quicksilver ; Captain America ; Thor Odinson ; Wasp ; Zodiac
comic211,comic211.jpg,Night Neverending,image/jpeg,Iron Man,1,332,Marvel,"Kavanagh, Terry","Bennett, Joe","Dzon, Tim ; McKenna, Mark","Kalisz, John","Felix, Phil","Gruenwald, Mark ; Harras, Bob",1996-09-01,
comic212,comic212.jpg,"Maximum Security: Power, Part 3: The Land",image/jpeg,Iron Man,3,35,Marvel,"Quesada, Joe ; Tieri, Frank","Martinez, Alitha","Hunter, Rob","Oliff, Steve","Starkings, Richard","Smith, Brian ; Chase, Bobbie ; Quesada, Joe",2000-12-01,
comic213,comic213.jpg,Lord of the Savage Land!,image/jpeg,Ka-Zar,2,1,Marvel,"Waid, Mark","Kubert, Andy","Delperdang, Jesse","Rosas, Joe","Klein, Todd","Idelson, Matt ; Harras, Bob",1997-05-01,
comic214,comic214.jpg,Law of the Jungle,image/jpeg,Ka-Zar,2,2,Marvel,"Waid, Mark","Kubert, Andy","Delperdang, Jesse","Rosas, Joe","Klein, Todd","Idelson, Matt ; Harras, Bob",1997-06-01,
comic215,comic215.jpg,Exposed,image/jpeg,Ka-Zar,2,3,Marvel,"Waid, Mark","Kubert, Andy","Delperdang, Jesse","Rosas, Joe","Klein, Todd","Idelson, Matt ; Harras, Bob",1997-07-01,
comic216,comic216.jpg,The Concrete Jungle,image/jpeg,Ka-Zar,2,4,Marvel,"Waid, Mark","Kubert, Andy","Delperdang, Jesse","Paine, Matt","Klein, Todd","Idelson, Matt ; Harras, Bob",1997-08-01,
comic217,comic217.jpg,Life in the Big City,image/jpeg,Ka-Zar,2,5,Marvel,"Waid, Mark","Kubert, Andy","Delperdang, Jesse","Rosas, Joe","Klein, Todd","Idelson, Matt ; Harras, Bob",1997-09-01,
comic218,comic218.jpg,Hide and Seek,image/jpeg,Ka-Zar,2,6,Marvel,"Waid, Mark","Rinaldi, Pino","Cabrera, Ralph ; Milgrom, Al ; Holdredge, John","Wright, Jason","Klein, Todd","Idelson, Matt ; Harras, Bob",1997-10-01,
comic219,comic219.jpg,The Savage Land,image/jpeg,Ka-Zar,2,7,Marvel,"Waid, Mark","Kubert, Andy","Delperdang, Jesse","Rosas, Joe","Klein, Todd","Idelson, Matt ; Harras, Bob",1997-11-01,
comic220,comic220.jpg,"Urban Jungle: Bright Lights, Big Jungle",image/jpeg,Ka-Zar,2,8,Marvel,"Waid, Mark","Kubert, Andy","Delperdang, Jesse","Rosas, Joe","Klein, Todd","Idelson, Matt ; Harras, Bob",1997-12-01,
comic221,comic221.jpg,Urban Jungle: It's a Jungle Out There,image/jpeg,Ka-Zar,2,9,Marvel,"Waid, Mark","Kubert, Andy","Delperdang, Jesse","Wright, Jason","Klein, Todd","Idelson, Matt ; Harras, Bob",1998-01-01,
comic222,comic222.jpg,Urban Jungle: Outgrowth,image/jpeg,Ka-Zar,2,10,Marvel,"Waid, Mark","Kubert, Andy","Delperdang, Jesse","Rosas, Joe","Klein, Todd","Idelson, Matt ; Harras, Bob",1998-02-01,
comic223,comic223.jpg,Urban Jungle: Garden of Evil!,image/jpeg,Ka-Zar,2,11,Marvel,"Waid, Mark","Kubert, Andy","Delperdang, Jesse","Rosas, Joe","Klein, Todd","Idelson, Matt ; Harras, Bob",1998-03-01,
comic224,comic224.jpg,Earth Mother,image/jpeg,Ka-Zar,2,12,Marvel,"Waid, Mark","Small Jr., Louis","Delperdang, Jesse ; Novin, Phyllis","Rockwitz, Mike","Sharpe, Dave","Idelson, Matt ; Harras, Bob",1998-04-01,
comic225,comic225.jpg,The Politics of Evolution,image/jpeg,Ka-Zar,2,13,Marvel,"Waid, Mark","Lopresti, Aaron","Emberlin, Randy","Rockwitz, Mike","Klein, Todd","Idelson, Matt ; Harras, Bob",1998-05-01,
comic226,comic226.jpg,Revolution,image/jpeg,Ka-Zar,2,14,Marvel,"Waid, Mark","Kubert, Andy","Delperdang, Jesse","Rosas, Joe","Klein, Todd","Idelson, Matt ; Harras, Bob",1998-06-01,
comic227,comic227.jpg,Jungle Book,image/jpeg,Ka-Zar,2,15,Marvel,"Priest, Christopher","Martinez, Kenny","Rodriguez, Anibal","Rosas, Joe","Sharpe, Dave","Idelson, Matt ; Harras, Bob",1998-07-01,
comic228,comic228.jpg,Punished,image/jpeg,Ka-Zar,2,16,Marvel,"Priest, Christopher","Martinez, Kenny","Rodriguez, Anibal","Hicks, Matt","Sharpe, Dave","Idelson, Matt ; Harras, Bob",1998-08-01,
comic229,comic229.jpg,Misery,image/jpeg,Ka-Zar,2,17,Marvel,"Priest, Christopher","Martinez, Kenny","Rodriguez, Anibal","Hicks, Matt","Sharpe, Dave","Idelson, Matt ; Harras, Bob",1998-09-01,
comic230,comic230.jpg,...My Land Against Me!,image/jpeg,Ka-Zar,2,18,Marvel,"Felder, J.","Williams, A.","Lanning, A.","Hicks, M.","Sharpe, D.","Idelson , M. ; Harras, B.",1998-10-01,
comic231,comic231.jpg,Only the Beast Survives!,image/jpeg,Ka-Zar,2,19,Marvel,"Felder, J.","Martinez, K.","Rodriguez, A.","Hicks, M.","Sharpe, D.","Idelson , M. ; Harras, Bob",1998-11-01,Ka-Zar ; Shanna the She-Devil ; Zabu ; Zira ; Gregor
comic232,comic232.jpg,Lord of the Savage Land!,image/jpeg,Ka-Zar,2,20,Marvel,"Felder, J.","Martinez, K.","Rodriguez, A. ; Ramos, R.","Hicks, M.","Sharpe, D.","Idelson , M. ; Harras, B.",1998-12-01,
comic233,comic233.jpg,Foreshadows,image/jpeg,Ka-Zar,N/A,1997 Annual,Marvel,"Vaughan, Brian K.","McDaniel, Walter","Holdredge, Jon ; Martinez, Allen ; Massengill, Nathan ; McFarland, Whitney ; Stull, Rob","Soto Mayor, Chris","Miranda, Emerson","Idelson, Matt ; Harras, Bob",1997-11-01,
comic234,comic234.jpg,Nature of the Beasts,image/jpeg,Ka-Zar of the Savage Land,1,1,Marvel,"Dixon, Chuck","Teran, Frank","Teran, Frank","Scheele, Christie","Eliopoulos, Chris","Corvese, Kelly ; Harras, Bob",1997-02-01,
comic235,comic235.jpg,Life Lessons & Lies,image/jpeg,Ka-Zar: Sibling Rivalry,1,-1,Marvel,"Dezago, Todd ; Jozefowiez, Andy ; Waid, Mark","Cassaday, John","Cassaday, John","Roussos, Florence","Starkings, Richard","Idelson, Matt ; Harras, Bob",1997-07-01,
comic236,comic236.jpg,Ascendance,image/jpeg,Magneto Rex,1,1,Marvel,"Pruett, Joe","Peterson, Brandon","Banning, Matt","Isanove, Richard","Babcock, Jon","Powers, Mark ; Harras, Bob",1999-04-01,
comic237,comic237.jpg,Into Darkness,image/jpeg,Magneto Rex,1,2,Marvel,"Pruett, Joe","Peterson, Brandon","Banning, Matthew","Isanove, Richard ; Liquid! Graphics","Babcock, Jon","Powers, Mark ; Harras, Bob",1999-06-01,Magneto ; Rogue ; Quicksilver ; Amelia Voght ; Fabian Cortez ; Philip Moreau ; Pipeline ; Alda Huxley ; Jenny Ransome ; Zealot
comic238,comic238.jpg,Once We Were Kings,image/jpeg,Magneto Rex,1,3,Marvel,"Pruett, Joe","Peterson, Brandon",Batt,"Isanove, Richard ; Kubina, Monica","Babcock, Jon","Powers, Mark ; Harras, Bob",1999-07-01,
comic239,comic239.jpg,The Masada Maneuver,image/jpeg,Magneto: Dark Seduction,1,1,Marvel,"Nicieza, Fabian","Cruz, Roger","Owens, Andy","Rockwitz, Mike",Sharpefont ; P. T.,"Powers, Mark ; Harras, Bob",2000-06-01,
comic240,comic240.jpg,Rotten Apples,image/jpeg,Magneto: Dark Seduction,1,2,Marvel,"Nicieza, Fabian","Cruz, Roger","Owens, Andy ; Morales ; Thibert","Rockwitz, Mike",Sharpefont ; P. T.,"Powers, Mark ; Harras, Bob",2000-07-01,
comic241,comic241.jpg,Something Worth Fighting For,image/jpeg,Magneto: Dark Seduction,1,3,Marvel,"Nicieza, Fabian","Cruz, Roger",Owens ; Thibert,"Rockwitz, Mike",Sharpefont ; P. T.,"Powers, Mark ; Harras, Bob",2000-08-01,
comic242,comic242.jpg,By Right of Force,image/jpeg,Magneto: Dark Seduction,1,4,Marvel,"Nicieza, Fabian","Ryan, Michael ; Garcia, Jorge Santamaria","Florea, Sandu ; McAdo ; Mei ; Ramos ; Candelario","Rockwitz, Mike",Sharpefont ; P. T.,"Powers, Mark ; Harras, Bob",2000-09-01,
comic243,comic243.jpg,Maximum Security: The Reckoning,image/jpeg,Marvel Knights,1,6,Marvel,"Dixon, Chuck","Barreto, Ed","Janson, Klaus","Kemp, Dave","Starkings, Richard ; Peteri, Troy","Lamy, Kelly ; Dakesian, Nanci ; Quesada, Joe",2000-12-01,
comic244,comic244.jpg,Illegal Aliens,image/jpeg,Maximum Security,1,1,Marvel,"Busiek, Kurt","Ordway, Jerry","Vey, Al ; Blyberg, Will ; Ryan, Paul ; Ivy, Chris","Wright, Jason","Starkings, Richard ; A. D. ; J. L.","Sumerak, Marc ; Brevoort, Tom ; Quesada, Joe",2000-12-01,
comic245,comic245.jpg,A World of Hurt,image/jpeg,Maximum Security,1,2,Marvel,"Busiek, Kurt","Ordway, Jerry","Blyberg, Will ; Ryan, Paul ; Wong, Walden","Wright, Jason ; Smith, Tom","Starkings, Richard","Sumerak, Marc ; Brevoort, Tom ; Quesada, Joe",2000-12-01,Iron Man ; Ms. Marvel ; Hank Pym ; Quasar ; Scarlet Witch ; Starfox ; Thor ; Triathlon ; U.S.Agent ; Vision ; Wasp ; Tigra ; Captain America ; Thing ; Mr. Fantastic ; Human Torch ; Invisible Woman ; Thunderbolts ; Charcoal ; Hawkeye ; Songbird ; Moonstone ; X-Men ; Professor X ; Bishop ; Ego ; Ambassador Kreddik ; Supreme Intelligence
comic246,comic246.jpg,Whatever the Cost!,image/jpeg,Maximum Security,1,3,Marvel,"Busiek, Kurt","Ordway, Jerry","Blyberg, Will ; McKenna, Mark ; Ryan, Paul","Wright, Jason ; Smith, Tom","Starkings, Richard ; Deschesne, Albert","Sumerak, Marc ; Brevoort, Tom ; Quesada, Joe",2001-01-01,
comic247,comic247.jpg,A Very Dangerous Planet,image/jpeg,Maximum Security: Dangerous Planet,1,1,Marvel,"Busiek, Kurt","Ordway, Jerry","Blyberg, Will ; Ryan, Paul","Wright, Jason","Starkings, Richard","Brevoort, Tom ; Harras, Bob",2000-10-01,
comic248,comic248.jpg,Swords and Souls,image/jpeg,"Namor, the Sub-Mariner",1,60,Marvel,"Herdling, Glen","Isherwood, Geof","Isherwood, Geof","Oliver, Glynis","Higgins, Michael","Rockwitz, Mike ; Macchio, Ralph ; Gruenwald, Mark",1995-03-01,
comic249,comic249.jpg,The Dichotomy of Souls,image/jpeg,"Namor, the Sub-Mariner",1,61,Marvel,"Herdling, Glen","Isherwood, Geof","Isherwood, Geof","Oliver, Glynis","Higgins, Michael","Rockwitz, Mike ; Macchio, Ralph ; Gruenwald, Mark",1995-04-01,
comic250,comic250.jpg,Beware the Tides of March,image/jpeg,"Namor, the Sub-Mariner",1,62,Marvel,"Herdling, Glen","Isherwood, Geof","Isherwood, Geof","Oliver, Glynis","Higgins, Michael","Macchio, Ralph ; Gruenwald, Mark",1995-05-01,
comic251,comic251.jpg,Starting Over,image/jpeg,Nova,2,1,Marvel,"Larsen, Erik","Bennett, Joe","Duruthy, Armando","Oliff, Steve","Eliopoulos, Chris","Diaz, Ruben ; Harras, Bob",1999-05-01,
comic252,comic252.jpg,Shattered Lives,image/jpeg,Nova,2,2,Marvel,"Larsen, Erik","Bennett, Joe","Duruthy, Armando","Oliff, Steve","Eliopoulos, Chris","Diaz, Ruben ; Harras, Bob",1999-06-01,
comic253,comic253.jpg,"Lo, There Shall Come -- A Really Big Robot!",image/jpeg,Nova,2,3,Marvel,"Larsen, Erik","Bennett, Joe","Duruthy, Armando","Oliff, Steve","Eliopoulos, Chris","Diaz, Ruben ; Harras, Bob",1999-07-01,
comic254,comic254.jpg,The Condor Strikes!,image/jpeg,Nova,2,4,Marvel,"Larsen, Erik","Bennett, Joe","Duruthy, Armando","Oliff, Steve","Eliopoulos, Chris","Diaz, Ruben ; Harras, Bob",1999-08-01,
comic255,comic255.jpg,"Lo, There Shall Come a Spider",image/jpeg,Nova,2,5,Marvel,"Larsen, Erik","Turnbull, Coy","Larsen, Erik ; Milgrom, Al","Oliff, Steve",Sharpefont ; P. T.,"Diaz, Ruben ; Harras, Bob",1999-09-01,
comic256,comic256.jpg,The Dying Game,image/jpeg,Nova,2,6,Marvel,"Larsen, Erik","Bennett, Joe","Duruthy, Armando","Oliff, Steve",Sharpefont ; P. T.,"Diaz, Ruben ; Harras, Bob",1999-10-01,
comic257,comic257.jpg,"The End of Nova, The Human Rocket",image/jpeg,Nova,2,7,Marvel,"Larsen, Erik","Bennett, Joe",Alpuente ; Milgrom,"Oliff, Steve",Sharpefont,"Diaz, Ruben ; Harras, Bob",1999-11-01,Nova ; Venom
comic258,comic258.jpg,With Great Power...,image/jpeg,Onslaught: Marvel,1,1,Marvel,"Lobdell, Scott ; Waid, Mark","Kubert, Andy ; Bennett, Joe","Green, Dan ; Thibert, Art ; Townshend, Tim ; Delperdang, Jesse","Buccellato, Steve","Starkings, Richard","Harras, Bob",1996-10-01,
comic259,comic259.jpg,Traitor to the Cause,image/jpeg,Onslaught: X-Men,1,1,Marvel,"Lobdell, Scott ; Waid, Mark","Kubert, Adam ; Ferry, Pascual","Green, Dan ; Thibert, Art","Buccellato, Steve","Starkings, Richard","Harras, Bob",1996-08-01,
comic260,comic260.jpg,Maximum Security: Warning Signs,image/jpeg,Peter Parker: Spider-Man,2,24,Marvel,"Jenkins, Paul","Buckingham, Mark","Palmer, Tom ; Ramos, Rodney","Rosas, Joe","Starkings, Richard ; Peteri, Troy","Castle, Lara ; Macchio, Ralph ; Quesada, Joe",2000-12-01,
comic261,comic261.jpg,Operation: Galactic Storm: The Tomb of Mar-Vell,image/jpeg,Quasar,1,32,Marvel,"Gruenwald, Mark","Capullo, Greg","Candelario, Harry","Rosas, Joe","Chiang, Janice","Corvese, Kelly ; DeFalco, Tom",1992-03-01,
comic262,comic262.jpg,Operation: Galactic Storm: Spatial Deliveries,image/jpeg,Quasar,1,33,Marvel,"Gruenwald, Mark","Tyler, Rurik","Fredricks, Fred","Becton, Paul","Chiang, Janice","Corvese, Kelly ; DeFalco, Tom",1992-04-01,
comic263,comic263.jpg,Operation: Galactic Storm: The Scorched Sun,image/jpeg,Quasar,1,34,Marvel,"Gruenwald, Mark","Tyler, Rurik","Williams, Keith","Becton, Paul","Chiang, Janice","Corvese, Kelly ; DeFalco, Tom",1992-05-01,
comic264,comic264.jpg,"I Love You, Good-Bye",image/jpeg,Quicksilver,1,7,Marvel,"Ostrander, John ; Edkin, Joe","Reis, Ivan","Emberlin, Randy","Andreani, Joe","Starkings, Richard ; Deschesne, Albert","Bernardo, Mark ; Harras, Bob",1998-05-01,
comic265,comic265.jpg,The Siege of Wundagore: Anon No More!,image/jpeg,Quicksilver,1,11,Marvel,"Ostrander, John ; Edkin, Joe","Aucoin, Derec ; Renaud, Chris","Faber, Rich ; Lipka, Mark ; Pond Scum Inks","Rosas, Joe","Starkings, Richard ; Deschesne, Albert","Bernardo, Mark ; Harras, Bob",1998-09-01,
comic266,comic266.jpg,The Siege of Wundagore: Heir of Magneto,image/jpeg,Quicksilver,1,12,Marvel,"Ostrander, John ; Edkin, Joe","Aucoin, Derec","Faber, Rich","Rosas, Joe","Starkings, Richard ; Deschesne, Albert","Bernardo, Mark ; Harras, Bob",1998-10-01,
comic267,comic267.jpg,Endings & Beginnings,image/jpeg,Quicksilver,1,13,Marvel,"Edkin, Joe","Renaud, Chris","""Pondscum"" Elmer, Scott","Rosas, Joe","Starkings, Richard ; Deschesne, Albert","Bernardo, Mark ; Harras, Bob",1998-11-01,
comic268,comic268.jpg,The Learning Curve,image/jpeg,Slingers,1,0,Marvel,"Harris, Joseph ","Pollina, Adam","Palmiotti, Jimmy","Tinsley, Kevin","Starkings, Richard ; Agraphiotis, Liz","Diaz, Ruben ; Harras, Bob",1998-09-01,
comic269,comic269.jpg,So Whose Idea Was This Anyway?,image/jpeg,Slingers,1,1,Marvel,"Harris, Joseph","Williams, Christopher (ChrisCross)","Stull, Rob","Serrano, Felix","Starkings, Richard ; Agraphiotis, Liz","Diaz, Ruben ; Harras, Bob",1998-12-01,
comic270,comic270.jpg,Hooligans,image/jpeg,Slingers,1,2,Marvel,"Harris, Joseph","Williams, Christopher (ChrisCross)","Stull, Rob ; Simmons, Tom ; Hillsman, Don","Serrano, Felix","Starkings, Richard ; Agraphiotis, Liz","Diaz, Ruben ; Harras, Bob",1999-01-01,
comic271,comic271.jpg,With Friends Like These...,image/jpeg,Slingers,1,3,Marvel,"Harris, Joseph","Williams, Christopher (ChrisCross)","Stull, Rob ; Hillsman ; Morales ; Candellario","Serrano, Felix","Starkings, Richard ; Agraphiotis, Liz","Diaz, Ruben ; Harras, Bob",1999-02-01,
comic272,comic272.jpg,The Black Marvel Strikes!,image/jpeg,Slingers,1,4,Marvel,"Harris, Joseph","Jiminez, Oscar","Alpuente, Eduardo","Serrano, Felix","Starkings, Richard","Diaz, Ruben ; Harras, Bob",1999-03-01,Ricochet ; Prodigy ; Dusk ; Hornet ; Black Marvel ; Spider-Man
comic273,comic273.jpg,Good-Bye to the Golden Age,image/jpeg,Slingers,1,5,Marvel,"Harris, Joseph","Williams, Christopher (ChrisCross)","Stull, Rob","Segarra-Rosa, Jean","Starkings, Richard ; Agraphiotis, Liz","Diaz, Ruben ; Harras, Bob",1999-04-01,
comic274,comic274.jpg,...The World's Gone Mad!,image/jpeg,Spider-Man,1,72,Marvel,"Mackie, Howard","Romita Jr., John","Williamson, Al","Tinsley, Kevin","Starkings, Richard","Macchio, Ralph ; Harras, Bob",1996-09-01,
comic275,comic275.jpg,The Wages of Conquest,image/jpeg,Spider-Man Unlimited,1,16,Marvel,"Bernardo, Mark","Bennett, Joe","Pimentel, Joe ; Dzon, Tim","Scheele, Christie","Morelli, Jack","Macchio, Ralph ; Harras, Bob",1997-05-01,Spider-Man ; Betty Brant ; Silver Sable ; Dreadknight
comic276,comic276.jpg,Siege,image/jpeg,"Spider-Man, The Amazing",1,415,Marvel,"DeFalco, Tom","Bagley, Mark","Mahlstedt, Larry ; Milgrom, Al","Sharen, Bob","Starkings, Richard","Macchio, Ralph ; Harras, Bob",1996-09-01,
comic277,comic277.jpg,"Maximum Security: The Distinguished Gentleman From New York, Part 3: Failure is Not an Option",image/jpeg,"Spider-Man, The Amazing",2,24,Marvel,"Mackie, Howard","Romita Jr., John","Green, Dan ; Elliot, Randy","Wright, Gregory",Comicraft,"Castle, Lara ; Macchio, Ralph ; Harras, Bob",2000-12-01,
comic278,comic278.jpg,Deluge: A Savage Land,image/jpeg,"Spider-Man, The Sensational",1,13,Marvel,"Dezago, Todd","Wieringo, Mike","Case, Richard","Wright, Gregory","Starkings, Richard","Macchio, Ralph ; Harras, Bob",1997-02-01,
comic279,comic279.jpg,Deluge: Higher Ground,image/jpeg,"Spider-Man, The Sensational",1,14,Marvel,"Dezago, Todd","Wieringo, Mike","Case, Richard","Wright, Gregory","Starkings, Richard","Macchio, Ralph ; Harras, Bob",1997-03-01,
comic280,comic280.jpg,Deluge: Inundated!,image/jpeg,"Spider-Man, The Sensational",1,15,Marvel,"Dezago, Todd","Wieringo, Mike","Case, Richard","Wright, Gregory","Starkings, Richard ; Comicraft/KS","Macchio, Ralph ; Harras, Bob",1997-04-01,
comic281,comic281.jpg,Where Walks the Lizard,image/jpeg,Spider-Man: Chapter One,1,0,Marvel,"Byrne, John","Byrne, John","Byrne, John","Scheele, Christie","Byrne, John","Macchio, Ralph ; Harras, Bob",1999-05-01,
comic282,comic282.jpg,Bitter Lesson,image/jpeg,Spider-Man: Chapter One,1,1,Marvel,"Byrne, John","Byrne, John","Byrne, John","Kalisz, John","Byrne, John","Macchio, Ralph ; Harras, Bob",1998-12-01,
comic283,comic283.jpg,Masks,image/jpeg,Spider-Man: Chapter One,1,2,Marvel,"Byrne, John","Byrne, John","Byrne, John","Kalisz, John","Byrne, John","Macchio, Ralph ; Harras, Bob",1998-12-14,
comic284,comic284.jpg,First Fall,image/jpeg,Spider-Man: Chapter One,1,3,Marvel,"Byrne, John","Byrne, John","Byrne, John","Andreani, Joe","Byrne, John","Macchio, Ralph ; Harras, Bob",1999-01-01,
comic285,comic285.jpg,Doubt,image/jpeg,Spider-Man: Chapter One,1,4,Marvel,"Byrne, John","Byrne, John","Byrne, John","Buccellato, Steve","Byrne, John","Macchio, Ralph ; Harras, Bob",1999-02-01,
comic286,comic286.jpg,Lost Faces,image/jpeg,Spider-Man: Chapter One,1,5,Marvel,"Byrne, John","Byrne, John","Byrne, John","Buccellato, Steve","Byrne, John","Macchio, Ralph ; Harras, Bob",1999-03-01,
comic287,comic287.jpg,Clash,image/jpeg,Spider-Man: Chapter One,1,6,Marvel,"Byrne, John","Byrne, John","Byrne, John","Scheele, Christie","Byrne, John","Macchio, Ralph ; Harras, Bob",1999-04-01,
comic288,comic288.jpg,Madness is All in the Mind,image/jpeg,Spider-Man: Chapter One,1,7,Marvel,"Byrne, John","Byrne, John","Byrne, John","Scheele, Christie","Byrne, John","Macchio, Ralph ; Harras, Bob",1999-05-01,
comic289,comic289.jpg,Tales of the Marvel Universe,image/jpeg,Tales of the Marvel Universe,1,1,Marvel,"Waid, Mark ; DeFalco, Tom ; Busiek, Kurt ; Bernardo, Mark ; Mackie, Howard ; DeMatteis, J. M.","Kubert, Andy ; Leonardi, Rick ; Bagley, Mark ; Lopreste, Aaron ; Janson, Klaus ; Chau, Pat","Delprang, Jesse ; Williamson, Al ; Russel, Vince ; Lopreste, Aaron ; Pinnock, Rachel ; Emberlin, Randy ; Janson, Klaus ; Pennington, Mark","Smith, Tom","Chiang, Janice","Kavanagh, Terry ; Harras, Bob",1997-02-01,
comic290,comic290.jpg,His Dark Continent,image/jpeg,Tarzan: The Rivers of Blood,1,1,Dark Horse,"Anticevic, Neven ; Kordey, Igor","Kordey, Igor","Kordey, Igor","McCraig, Dave","Cisneros, Amador","Hamsen, Michael D. ; Janes, Peet",1999-11-09,Tarzan
comic291,comic291.jpg,The Wall of Silence,image/jpeg,Tarzan: The Rivers of Blood,1,2,Dark Horse,"Anticevic, Neven ; Kordey, Igor","Kordey, Igor","Kordey, Igor","McCaig, Dave","Cisneros, Amador","Janes, Peet ; Hansen, Michael",1999-12-09,
